JobTitle,Company,Location,Salary,TypeofJob,Skills,MoreInfo,clean_jobtitle,Label
Fresher Java/ .NET Software Engineer,KMS Technology,"Quận Hải Châu, Đà Nẵng - Quận Tân Bình, Hồ Chí Minh - Quận Tân Bình, Hồ Chí Minh - Quận 3, Hồ Chí Minh",Thương lượng,"Dịch vụ IT, Gia công phần mềm, Phần Mềm, Product","Java, .NET, ASP.NET, C#, Spring",https://topdev.vn/viec-lam/fresher-java-net-software-engineer-kms-technology-2026646,java/ .net software,FullStack
Fresher Test Engineer (QA/QC/Tester),KMS Technology,"Quận Hải Châu, Đà Nẵng - Quận Tân Bình, Hồ Chí Minh - Quận Tân Bình, Hồ Chí Minh - Quận 3, Hồ Chí Minh",Thương lượng,"Dịch vụ IT, Gia công phần mềm, Phần Mềm, Product","Automation Tester, Manual Tester, QA, QC, Tester",https://topdev.vn/viec-lam/fresher-test-engineer-qa-qc-tester-kms-technology-2026647,test ( Quality Assurance/qc/tester ),Android
Senior .NET Developer,NGÂN HÀNG Á CHÂU (ACB),"Quận 3, Hồ Chí Minh",Thương lượng,Ngân Hàng,".NET, .NET Core, ASP.NET, Entity Framework",https://topdev.vn/viec-lam/senior-net-developer-ngan-hang-a-chau-acb-2026661,.net,FullStack
Senior Golang Engineer,Money Forward Vietnam,"Quận Cầu Giấy, Hà Nội",Thương lượng,Phần Mềm,"Golang, Back-End, Web Developer",https://topdev.vn/viec-lam/senior-golang-engineer-money-forward-vietnam-2026653,golang,Android
"Back-End Team Leader (Java, Spring)",VINCERE,"Quận 1, Hồ Chí Minh","Lên tới 4,500 USD",Phần Mềm,"Agile, Java, MySQL, REST API, PostgreSQL, Web Application, Spring, Kafka",https://topdev.vn/viec-lam/back-end-team-leader-java-spring-vincere-2026654,back-end team ( java spring ),FrontEnd
Mobile Lead - T3023,CMC Global,"Quận 7, Hồ Chí Minh",Thương lượng,Phần Mềm,"Mobile, Android, iOS",https://topdev.vn/viec-lam/mobile-lead-t3023-cmc-global-2026662,mobile lead - t,Android
[Remote] PHP Developer (WordPress/Laravel),Hexience,"Quận Thanh Xuân, Hà Nội - Quận 1, Hồ Chí Minh - Quận Thanh Khê, Đà Nẵng",Thương lượng,"Phần Mềm, Internet, Outsourcing, E-commerce Platforms, Fintech","PHP, JavaScript, Back-End, Magento, Laravel, Symfony, CodeIgniter, WordPress",https://topdev.vn/viec-lam/remote-php-developer-wordpress-laravel-hexience-2026666,remote php ( wordpress/laravel ),Android
Project Manager,Wise Commerce,"Quận Đống Đa, Hà Nội",Thương lượng,Phần Mềm,Project Manager,https://topdev.vn/viec-lam/project-manager-wise-commerce-2026667,project manager,Android
"Business Intelligence Leader (SQL, Python, Power BI)","NEYU Ltd.,","Quận 3, Hồ Chí Minh",Thương lượng,Thương mại điện tử/ Bán lẻ,"SQL, Python, Business Intelligence, Technical Engineer",https://topdev.vn/viec-lam/business-intelligence-leader-sql-python-power-bi-neyu-ltd-2026762,business intelligence ( sql python power bi ),Android
QA/QC Engineer (Software Tester),METASOURCE,"Quận 3, Hồ Chí Minh","23,000,000 - 40,000,000 VND",Dịch vụ doanh nghiệp,"QC, Tester, Problem Solving Skill, English",https://topdev.vn/viec-lam/qa-qc-engineer-software-tester-metasource-2026816,Quality Assurance/qc ( software tester ),Android
IT Solution Architect (Major in Core Banking),Ngân hàng Quốc Tế VIB,"Quận 1, Hồ Chí Minh - Quận Hoàn Kiếm, Hà Nội",Thương lượng,Ngân Hàng,"AWS, Azure, Cloud, Solution Architect",https://topdev.vn/viec-lam/it-solution-architect-major-in-core-banking-ngan-hang-quoc-te-vib-2026845,solution architect ( major in banking ),Android
